Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Tommaso Rubino,Fiorentina,66,ITA,AM,17-356,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,0,1,3,"33,3",1,3,0,0,0,2024-10-31
Edoardo Bove,Fiorentina,4,ITA,DM,22-168,73,0,0,0,0,0,0,0,0,60,1,0,2,0.0,0.0,0.0,4,0,47,51,"92,2",9,35,2,3,1,2024-10-31
Rolando Mandragora,Fiorentina,8,ITA,DM,27-124,17,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,"66,7",0,2,0,0,0,2024-10-31
Amir Richardson,Fiorentina,24,MAR,DM,22-281,62,0,0,0,0,1,1,1,0,53,0,0,2,0.0,0.0,0.0,1,0,38,42,"90,5",2,34,4,1,0,2024-10-31
Yacine Adli,Fiorentina,29,FRA,DM,24-094,28,0,0,0,0,0,0,0,0,30,0,0,1,0.0,0.0,0.0,1,0,22,24,"91,7",4,13,0,2,0,2024-10-31
Robin Gosens,Fiorentina,21,GER,LB,30-118,90,1,0,0,0,1,1,0,0,85,0,0,0,0.1,0.1,0.0,2,0,65,78,"83,3",8,44,5,0,0,2024-10-31
Luca Ranieri,Fiorentina,6,ITA,CB,25-191,90,0,0,0,0,0,0,0,0,71,0,0,2,0.0,0.0,0.0,0,0,63,67,"94,0",1,42,0,1,1,2024-10-31
Lucas Martínez Quarta,Fiorentina,28,ARG,CB,28-174,90,0,0,0,0,0,0,1,0,81,0,0,1,0.0,0.0,0.0,0,0,69,74,"93,2",3,51,1,0,0,2024-10-31
Dodô,Fiorentina,2,BRA,RB,25-349,90,0,0,0,0,2,1,0,0,94,0,2,2,0.1,0.1,0.0,1,0,61,75,"81,3",2,56,10,4,0,2024-10-31
David de Gea,Fiorentina,43,ESP,GK,33-359,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,27,35,"77,1",0,15,0,0,0,2024-10-31
Patrick Cutrone,Como,10,ITA,FW,26-302,84,0,0,0,0,2,0,0,0,25,1,0,0,0.1,0.1,0.5,3,1,17,17,"100,0",0,15,2,0,0,2024-10-31
Alessandro Gabrielloni,Como,9,ITA,FW,30-113,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,4,4,"100,0",1,2,0,0,0,2024-10-31
Alieu Fadera,Como,16,GAM,LW,22-363,45,0,0,0,0,0,0,0,0,17,2,0,0,0.0,0.0,0.0,0,0,9,10,"90,0",1,8,0,2,1,2024-10-31
Lucas Da Cunha,Como,33,FRA,"LW,CM",23-144,45,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.1,3,0,18,22,"81,8",1,12,2,0,0,2024-10-31
Gabriel Strefezza,Como,7,BRA,RW,27-196,72,0,0,0,0,0,0,0,0,34,3,0,0,0.0,0.0,0.1,3,0,20,27,"74,1",1,19,4,1,1,2024-10-31
Alberto Cerri,Como,17,ITA,"RW,FW",28-198,18,0,0,0,0,1,0,0,0,10,0,0,1,0.3,0.3,0.0,1,0,4,7,"57,1",0,3,0,0,0,2024-10-31
Nicolás Paz,Como,79,ARG,"AM,LB",20-053,90,0,0,0,0,4,0,0,0,55,2,3,0,0.1,0.1,0.1,4,0,33,43,"76,7",9,32,5,4,3,2024-10-31
Matthias Braunöder,Como,27,AUT,DM,22-218,61,0,0,0,0,1,0,2,1,29,3,0,0,0.1,0.1,0.0,1,0,19,23,"82,6",0,11,0,0,0,2024-10-31
Luca Mazzitelli,Como,36,ITA,DM,28-351,84,1,0,0,0,1,1,0,0,52,1,0,0,0.1,0.1,0.0,3,0,33,41,"80,5",5,26,1,1,1,2024-10-31
Federico Barba,Como,93,ITA,CB,31-060,6,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,10,11,"90,9",1,3,0,0,0,2024-10-31
Alberto Moreno,Como,18,ESP,LB,32-118,72,0,0,0,0,1,0,0,0,53,2,0,1,0.0,0.0,0.0,1,0,34,45,"75,6",2,20,0,0,0,2024-10-31
Yannik Engelhardt,Como,26,GER,"LB,CM",23-267,18,0,0,0,0,2,0,0,0,19,0,0,0,0.3,0.3,0.0,0,0,15,17,"88,2",0,15,0,0,0,2024-10-31
Marc-Oliver Kempf,Como,2,GER,CB,29-277,90,0,0,0,0,1,0,0,0,88,0,2,3,0.1,0.1,0.0,3,0,68,79,"86,1",4,41,4,0,0,2024-10-31
Alberto Dossena,Como,13,ITA,CB,26-018,90,0,0,0,0,1,1,0,0,56,0,0,2,0.1,0.1,0.0,1,0,38,47,"80,9",0,31,0,0,0,2024-10-31
Edoardo Goldaniga,Como,5,ITA,RB,30-364,90,0,0,0,0,0,0,0,0,55,3,1,0,0.0,0.0,0.0,0,0,38,45,"84,4",2,18,0,0,0,2024-10-31
Emil Audero,Como,1,ITA,GK,27-287,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,19,22,"86,4",0,15,0,0,0,2024-10-31
Valentín Castellanos,Lazio,11,ARG,FW,26-028,90,2,0,1,1,5,3,1,0,31,0,0,1,1.5,0.8,0.1,4,0,8,16,"50,0",0,15,0,3,1,2024-10-31
Tijjani Noslin,Lazio,14,NED,LW,25-116,45,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.1,1,0,7,9,"77,8",0,5,0,1,0,2024-10-31
Boulaye Dia,Lazio,19,SEN,"RW,LW",27-350,45,0,2,0,0,2,0,0,0,16,0,1,0,0.4,0.4,1.5,2,1,8,11,"72,7",1,11,1,0,0,2024-10-31
Gustav Isaksen,Lazio,18,DEN,RW,23-195,65,0,0,0,0,1,0,1,0,27,0,1,0,0.0,0.0,0.0,3,2,18,20,"90,0",2,17,1,4,1,2024-10-31
Luca Pellegrini,Lazio,3,ITA,LB,25-238,25,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,8,10,"80,0",0,5,0,1,1,2024-10-31
Pedro,Lazio,9,ESP,"AM,LW",37-095,78,1,0,0,0,2,1,0,0,37,1,0,0,0.2,0.2,0.0,3,0,26,31,"83,9",5,13,1,2,1,2024-10-31
Loum Tchaouna,Lazio,20,FRA,LW,21-053,12,1,0,0,0,1,1,0,0,13,0,0,1,0.4,0.4,0.0,1,1,6,9,"66,7",1,9,1,1,0,2024-10-31
Mattéo Guendouzi,Lazio,8,FRA,DM,25-200,90,0,0,0,0,0,0,0,0,56,0,2,0,0.0,0.0,0.0,0,0,44,53,"83,0",9,38,5,1,1,2024-10-31
Matías Vecino,Lazio,5,URU,DM,33-068,90,0,0,0,0,0,0,1,0,53,0,0,0,0.0,0.0,0.0,4,1,41,49,"83,7",6,32,0,0,0,2024-10-31
Nuno Tavares,Lazio,30,POR,LB,24-279,64,0,1,0,0,1,0,2,1,38,2,1,1,0.0,0.0,0.2,2,1,21,27,"77,8",2,18,4,4,2,2024-10-31
Mario Gila,Lazio,34,ESP,CB,24-063,90,0,0,0,0,0,0,0,0,68,1,1,2,0.0,0.0,0.0,1,0,53,59,"89,8",4,39,1,1,1,2024-10-31
Patric,Lazio,4,ESP,CB,31-197,86,1,0,0,0,1,1,0,0,58,1,0,0,0.9,0.9,0.0,1,0,45,53,"84,9",3,36,1,0,0,2024-10-31
Manuel Lazzari,Lazio,29,ITA,CB,30-337,4,0,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.4,1,1,2,2,"100,0",0,2,0,0,0,2024-10-31
Adam Marušić,Lazio,77,MNE,RB,32-014,78,0,0,0,0,0,0,0,0,43,3,1,2,0.0,0.0,0.0,0,0,27,34,"79,4",1,12,0,2,2,2024-10-31
Samuel Gigot,Lazio,2,FRA,RB,31-019,12,0,0,0,0,0,0,0,0,11,0,1,1,0.0,0.0,0.0,0,0,8,8,"100,0",1,6,0,0,0,2024-10-31
Ivan Provedel,Lazio,94,ITA,GK,30-228,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,37,48,"77,1",0,31,0,0,0,2024-10-31
Paulo Dybala,Roma,21,ARG,FW,30-351,77,1,0,0,0,4,1,0,0,66,2,0,1,0.3,0.3,0.1,6,0,48,55,"87,3",8,55,4,2,2,2024-10-31
Eldor Shomurodov,Roma,14,UZB,FW,29-124,13,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,4,0,1,1,2024-10-31
Niccolò Pisilli,Roma,61,ITA,AM,20-038,64,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.1,1,0,24,31,"77,4",4,27,0,0,0,2024-10-31
Lorenzo Pellegrini,Roma,7,ITA,AM,28-134,26,0,0,0,0,0,0,1,0,15,0,0,0,0.0,0.0,0.0,0,0,10,14,"71,4",0,12,0,0,0,2024-10-31
Tommaso Baldanzi,Roma,35,ITA,AM,21-222,78,0,0,0,0,1,0,1,0,58,0,1,0,0.1,0.1,0.0,0,0,46,51,"90,2",4,47,1,2,0,2024-10-31
Bryan Cristante,Roma,4,ITA,AM,29-242,12,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,3,6,"50,0",1,3,0,0,0,2024-10-31
Enzo Le Fée,Roma,28,FRA,CM,24-271,90,0,0,0,0,1,1,0,0,90,2,1,4,0.1,0.1,0.0,1,0,75,80,"93,8",4,73,4,0,0,2024-10-31
Manu Koné,Roma,17,FRA,CM,23-167,90,0,0,0,0,0,0,0,0,61,2,1,0,0.0,0.0,0.0,2,0,52,54,"96,3",5,40,1,0,0,2024-10-31
Nicola Zalewski,Roma,59,POL,WB,22-282,78,0,0,0,0,1,0,0,0,41,1,0,0,0.0,0.0,0.0,0,0,25,34,"73,5",4,29,2,1,0,2024-10-31
Stephan El Shaarawy,Roma,92,ITA,WB,32-004,12,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,3,3,"100,0",1,4,0,0,0,2024-10-31
Zeki Çelik,Roma,19,TUR,WB,27-257,90,0,0,0,0,1,0,0,0,56,0,0,2,0.0,0.0,0.0,1,0,37,46,"80,4",1,27,1,0,0,2024-10-31
Angeliño,Roma,3,ESP,CB,27-301,90,0,0,0,0,1,1,0,0,79,2,1,1,0.0,0.0,0.0,1,0,60,71,"84,5",8,63,1,0,0,2024-10-31
Obite N'Dicka,Roma,5,CIV,CB,25-072,90,0,0,0,0,1,0,0,0,89,2,2,2,0.1,0.1,0.0,1,0,73,77,"94,8",3,52,1,1,0,2024-10-31
Gianluca Mancini,Roma,23,ITA,CB,28-197,90,0,0,0,0,0,0,0,0,75,0,3,0,0.0,0.0,0.1,5,0,53,66,"80,3",5,49,2,0,0,2024-10-31
Mile Svilar,Roma,99,SRB,GK,25-065,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,15,23,"65,2",0,17,0,0,0,2024-10-31
Che Adams,Torino,18,SCO,FW,28-110,90,0,0,0,0,0,0,0,0,20,0,0,1,0.0,0.0,0.0,2,0,10,14,"71,4",1,14,0,2,1,2024-10-31
Antonio Sanabria,Torino,9,PAR,FW,28-241,58,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,10,11,"90,9",0,8,0,0,0,2024-10-31
Nikola Vlašić,Torino,10,CRO,FW,27-027,32,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,9,10,"90,0",0,7,0,1,0,2024-10-31
Gvidas Gineitis,Torino,66,LTU,CM,20-199,45,0,0,0,0,0,0,0,0,25,0,1,0,0.0,0.0,0.0,2,0,16,23,"69,6",1,14,1,0,0,2024-10-31
Eybi Nije,Torino,92,SWE,CM,19-170,45,0,0,0,0,1,1,0,0,17,0,0,2,0.0,0.0,0.0,0,0,4,7,"57,1",0,10,1,1,0,2024-10-31
Karol Linetty,Torino,77,POL,CM,29-272,78,0,0,0,0,1,0,0,0,27,2,0,1,0.0,0.0,0.0,0,0,19,22,"86,4",2,17,0,2,1,2024-10-31
Yann Karamoh,Torino,7,FRA,CM,26-115,12,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,3,"33,3",0,3,0,1,0,2024-10-31
Samuele Ricci,Torino,28,ITA,CM,23-071,90,0,0,0,0,0,0,0,0,50,1,1,1,0.0,0.0,0.0,0,0,31,42,"73,8",1,29,0,1,0,2024-10-31
Valentino Lazaro,Torino,20,AUT,WB,28-221,90,0,0,0,0,0,0,0,0,57,1,0,2,0.0,0.0,0.0,0,0,42,51,"82,4",3,36,1,2,0,2024-10-31
Mërgim Vojvoda,Torino,27,KVX,WB,29-273,87,0,0,0,0,0,0,0,0,62,1,2,0,0.0,0.0,0.0,0,0,46,57,"80,7",4,42,0,0,0,2024-10-31
Adrien Tameze,Torino,61,CMR,WB,30-270,3,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,9,10,"90,0",2,9,0,0,0,2024-10-31
Adam Masina,Torino,5,MAR,CB,30-303,90,0,0,0,0,0,0,1,0,79,1,0,1,0.0,0.0,0.0,1,0,52,69,"75,4",4,48,1,1,0,2024-10-31
Guillermo Maripán,Torino,13,CHI,CB,30-178,58,0,0,0,0,1,1,0,0,39,2,1,0,0.1,0.1,0.0,0,0,28,30,"93,3",1,23,1,0,0,2024-10-31
Marcus Pedersen,Torino,16,NOR,CB,24-107,32,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,6,12,"50,0",0,7,2,0,0,2024-10-31
Saúl Coco,Torino,23,EQG,CB,25-265,90,0,0,0,0,1,0,1,0,62,0,1,1,0.1,0.1,0.0,1,0,44,52,"84,6",2,44,0,1,1,2024-10-31
Vanja Milinković-Savić,Torino,32,SRB,GK,27-254,90,0,0,0,0,0,0,0,0,57,0,0,0,0.0,0.0,0.0,0,0,43,54,"79,6",0,44,0,0,0,2024-10-31
Santiago Castro,Bologna,9,ARG,FW,20-034,67,0,0,0,0,3,2,0,0,18,0,0,1,0.1,0.1,0.0,1,0,4,8,"50,0",0,14,0,2,1,2024-11-02
Giovanni Fabbian,Bologna,80,ITA,"FW,AM",21-293,23,0,0,0,0,3,1,0,0,8,0,0,0,0.1,0.1,0.0,3,0,1,1,"100,0",0,5,0,1,0,2024-11-02
Dan Ndoye,Bologna,11,SUI,LW,24-008,90,0,0,0,0,3,0,1,0,59,1,1,0,0.2,0.2,0.0,3,1,32,41,"78,0",5,51,4,4,0,2024-11-02
Riccardo Orsolini,Bologna,7,ITA,RW,27-283,90,1,0,0,0,1,1,0,0,53,1,1,3,0.3,0.3,0.2,4,0,32,39,"82,1",3,38,1,3,0,2024-11-02
Jens Odgaard,Bologna,21,DEN,AM,25-216,56,0,0,0,0,1,0,0,0,34,0,0,2,0.0,0.0,0.0,1,0,18,24,"75,0",5,18,1,3,0,2024-11-02
Thijs Dallinga,Bologna,24,NED,"AM,FW",24-091,34,0,0,0,0,1,0,0,0,14,1,0,0,0.1,0.1,0.0,0,0,6,9,"66,7",1,9,0,0,0,2024-11-02
Nikola Moro,Bologna,6,CRO,DM,26-235,56,0,0,0,0,0,0,0,0,58,4,0,0,0.0,0.0,0.0,4,0,43,52,"82,7",9,34,0,0,0,2024-11-02
Kacper Urbanski,Bologna,82,POL,DM,20-056,34,0,0,0,0,1,0,1,0,29,0,1,0,0.0,0.0,0.0,1,0,19,24,"79,2",3,18,0,1,1,2024-11-02
Remo Freuler,Bologna,8,SUI,DM,32-201,81,0,0,0,0,2,0,0,0,81,4,0,0,0.5,0.5,0.0,5,0,67,75,"89,3",15,61,2,0,0,2024-11-02
Lewis Ferguson,Bologna,19,SCO,DM,25-070,9,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,10,13,"76,9",1,11,0,0,0,2024-11-02
Juan Miranda,Bologna,33,ESP,LB,24-288,90,0,1,0,0,3,0,0,0,103,1,1,3,0.1,0.1,0.5,8,1,73,89,"82,0",6,58,4,3,0,2024-11-02
Jhon Lucumí,Bologna,26,COL,CB,26-129,90,0,0,0,0,1,0,0,0,95,1,0,1,0.0,0.0,0.1,2,0,86,89,"96,6",9,69,3,1,0,2024-11-02
Sam Beukema,Bologna,31,NED,CB,25-351,90,0,0,0,0,0,0,0,0,94,2,0,1,0.0,0.0,0.0,3,0,81,86,"94,2",15,73,4,0,0,2024-11-02
Lorenzo De Silvestri,Bologna,29,ITA,RB,36-163,81,0,0,0,0,1,0,0,0,51,2,0,1,0.0,0.0,0.0,1,0,39,44,"88,6",6,23,0,0,0,2024-11-02
Stefan Posch,Bologna,3,AUT,RB,27-172,9,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,5,"100,0",0,4,0,1,0,2024-11-02
Federico Ravaglia,Bologna,34,ITA,GK,24-357,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,21,22,"95,5",0,14,0,0,0,2024-11-02
Nikola Krstović,Lecce,9,MNE,FW,24-211,90,0,0,0,0,3,0,0,0,32,0,0,1,0.1,0.1,0.0,2,0,12,22,"54,5",0,10,0,3,1,2024-11-02
Lameck Banda,Lecce,22,ZAM,LW,23-278,56,0,0,0,0,0,0,0,0,18,2,0,1,0.0,0.0,0.0,0,0,6,8,"75,0",0,9,1,2,0,2024-11-02
Lassana Coulibaly,Lecce,29,MLI,LW,28-206,34,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,5,7,"71,4",1,4,1,1,1,2024-11-02
Santiago Pierotti,Lecce,50,ARG,RW,23-213,90,0,0,0,0,1,0,0,0,33,5,0,2,0.5,0.5,0.2,4,0,11,18,"61,1",0,16,3,0,0,2024-11-02
Hamza Rafia,Lecce,8,TUN,CM,25-214,75,0,0,0,0,0,0,0,0,26,3,0,0,0.0,0.0,0.0,0,0,18,24,"75,0",4,14,0,1,1,2024-11-02
Balthazar Pierret,Lecce,75,FRA,CM,24-171,15,0,0,0,0,0,0,0,0,6,2,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,0,0,0,0,2024-11-02
Ylber Ramadani,Lecce,20,ALB,CM,28-204,86,0,0,0,0,0,0,0,0,25,2,0,3,0.0,0.0,0.0,0,0,11,15,"73,3",2,9,0,1,1,2024-11-02
Ante Rebić,Lecce,3,CRO,CM,31-042,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-11-02
Patrick Dorgu,Lecce,13,DEN,CM,20-007,86,0,0,0,0,2,0,0,0,25,2,1,1,0.1,0.1,0.5,1,0,9,11,"81,8",2,14,2,1,0,2024-11-02
Nicola Sansone,Lecce,11,ITA,CM,33-053,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,2,0,0,0,2024-11-02
Antonino Gallo,Lecce,25,ITA,LB,24-302,90,0,0,0,0,0,0,0,0,43,6,1,0,0.0,0.0,0.0,0,0,17,28,"60,7",1,13,0,2,0,2024-11-02
Federico Baschirotto,Lecce,6,ITA,CB,28-043,90,0,0,0,0,0,0,0,0,30,0,0,1,0.0,0.0,0.0,0,0,19,22,"86,4",0,6,0,0,0,2024-11-02
Kialonda,Lecce,4,ANG,CB,27-036,90,0,0,0,0,0,0,1,0,34,4,1,2,0.0,0.0,0.0,0,0,16,20,"80,0",1,15,0,0,0,2024-11-02
Frederic Guilbert,Lecce,12,FRA,RB,29-314,56,0,0,0,0,0,0,0,0,22,4,0,2,0.0,0.0,0.0,1,0,8,12,"66,7",0,2,0,0,0,2024-11-02
Andy Pelmard,Lecce,2,FRA,RB,24-235,34,0,0,0,0,0,0,1,0,14,3,0,1,0.0,0.0,0.0,1,0,8,10,"80,0",1,4,0,1,1,2024-11-02
Wladimiro Falcone,Lecce,30,ITA,GK,29-204,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,1,0,19,42,"45,2",0,12,0,0,0,2024-11-02
Florian Thauvin,Udinese,10,FRA,FW,31-281,67,0,0,0,0,1,0,0,0,31,0,0,1,0.1,0.1,0.1,1,0,19,24,"79,2",2,23,4,2,1,2024-11-02
Lorenzo Lucca,Udinese,17,ITA,FW,24-053,23,0,0,0,0,2,0,0,0,6,0,0,0,0.1,0.1,0.0,1,0,2,3,"66,7",0,3,0,1,1,2024-11-02
Keinan Davis,Udinese,9,ENG,FW,26-263,90,0,0,0,0,3,2,1,0,39,0,0,0,0.2,0.2,0.0,2,0,19,27,"70,4",1,21,2,4,1,2024-11-02
Martín Payero,Udinese,5,ARG,CM,26-052,90,0,0,0,0,2,0,0,0,41,1,0,2,0.0,0.0,0.1,4,0,17,28,"60,7",4,15,3,4,2,2024-11-02
Jesper Karlström,Udinese,25,SWE,CM,29-134,90,0,0,0,0,1,0,0,0,48,1,0,0,0.0,0.0,0.0,2,0,34,38,"89,5",1,26,1,1,0,2024-11-02
Sandi Lovrić,Udinese,8,SVN,CM,26-219,45,0,0,0,0,0,0,0,0,20,1,1,2,0.0,0.0,0.0,0,0,12,14,"85,7",1,13,1,1,0,2024-11-02
Oier Zarraga,Udinese,6,ESP,CM,25-303,45,0,0,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.0,0,0,10,13,"76,9",1,9,0,0,0,2024-11-02
Jordan Zemura,Udinese,33,ZIM,WB,24-354,66,0,0,0,0,0,0,0,0,21,3,0,0,0.0,0.0,0.0,0,0,9,13,"69,2",2,8,1,2,0,2024-11-02
Hassane Kamara,Udinese,11,CIV,WB,30-242,24,0,0,0,0,1,0,0,0,24,1,1,0,0.1,0.1,0.2,3,0,16,23,"69,6",1,9,0,0,0,2024-11-02
Kingsley Ehizibue,Udinese,19,NED,WB,29-161,86,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,1,0,17,22,"77,3",1,14,1,1,0,2024-11-02
Rui Modesto,Udinese,77,ANG,WB,25-026,4,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,4,7,"57,1",1,3,0,0,0,2024-11-02
Lautaro Gianetti,Udinese,30,ARG,CB,30-355,90,0,0,0,0,0,0,0,0,39,1,1,0,0.0,0.0,0.0,1,0,29,34,"85,3",2,18,0,1,0,2024-11-02
Jaka Bijol,Udinese,29,SVN,CB,25-271,90,0,0,0,0,1,0,1,0,43,0,1,0,0.1,0.1,0.1,1,0,32,37,"86,5",2,28,0,0,0,2024-11-02
Christian Kabasele,Udinese,27,BEL,CB,33-252,45,0,0,0,0,0,0,0,0,16,0,0,2,0.0,0.0,0.0,0,0,14,14,"100,0",0,6,0,0,0,2024-11-02
Enzo Ebosse,Udinese,23,CMR,CB,25-236,45,0,0,0,0,0,0,0,0,28,0,0,2,0.0,0.0,0.0,1,0,19,25,"76,0",2,9,0,0,0,2024-11-02
Maduka Okoye,Udinese,40,NGA,GK,25-066,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,30,35,"85,7",0,26,0,0,0,2024-11-02
Dušan Vlahović,Juventus,9,SRB,FW,24-279,70,0,0,0,0,3,3,0,0,16,0,1,0,0.5,0.5,0.0,1,0,7,11,"63,6",0,11,1,1,0,2024-11-02
Francisco Conceição,Juventus,7,POR,RW,21-324,20,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,2,0,3,3,"100,0",0,5,0,1,0,2024-11-02
Kenan Yıldız,Juventus,10,TUR,"LW,FW",19-182,90,0,0,0,0,2,0,0,0,37,6,0,0,0.1,0.1,0.2,4,1,21,26,"80,8",4,24,4,5,3,2024-11-02
Timothy Weah,Juventus,22,USA,"RW,LW",24-254,86,0,0,0,0,0,0,0,0,35,0,1,1,0.0,0.0,0.1,1,0,25,30,"83,3",3,24,3,1,1,2024-11-02
Samuel Mbangula,Juventus,51,BEL,LW,20-291,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.3,1,0,2,2,"100,0",1,1,1,0,0,2024-11-02
Teun Koopmeiners,Juventus,8,NED,AM,26-248,90,0,0,0,0,1,1,0,0,37,1,1,0,0.3,0.3,0.0,0,0,23,29,"79,3",3,18,1,0,0,2024-11-02
Khéphren Thuram,Juventus,19,FRA,DM,23-221,69,0,0,0,0,2,0,0,0,49,1,0,1,0.3,0.3,0.4,4,0,34,41,"82,9",5,29,4,2,2,2024-11-02
Weston McKennie,Juventus,16,USA,DM,26-066,21,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,0,0,5,9,"55,6",0,5,0,0,0,2024-11-02
Manuel Locatelli,Juventus,5,ITA,DM,26-299,90,0,0,0,0,0,0,1,0,72,4,1,3,0.0,0.0,0.0,1,0,49,60,"81,7",6,35,1,0,0,2024-11-02
Andrea Cambiaso,Juventus,27,ITA,LB,24-256,80,0,0,0,0,0,0,0,0,71,2,1,1,0.0,0.0,0.0,0,0,56,67,"83,6",1,52,1,2,1,2024-11-02
Danilo,Juventus,6,BRA,RB,33-110,10,0,0,0,0,0,0,0,0,12,1,1,0,0.0,0.0,0.0,0,0,7,8,"87,5",0,3,0,0,0,2024-11-02
Pierre Kalulu,Juventus,15,FRA,CB,24-150,90,0,0,0,0,0,0,0,0,100,0,0,2,0.0,0.0,0.0,0,0,91,95,"95,8",1,70,1,0,0,2024-11-02
Federico Gatti,Juventus,4,ITA,CB,26-131,90,0,0,0,0,0,0,1,0,77,2,1,2,0.0,0.0,0.0,1,0,66,66,"100,0",2,59,1,0,0,2024-11-02
Nicolò Savona,Juventus,37,ITA,RB,21-228,79,1,0,0,0,1,1,0,0,79,3,1,0,0.1,0.1,0.1,2,0,68,74,"91,9",5,62,5,0,0,2024-11-02
Juan David Cabal,Juventus,32,COL,"LB,RB",23-299,11,0,0,0,0,1,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,7,9,"77,8",1,6,1,0,0,2024-11-02
Michele Di Gregorio,Juventus,29,ITA,GK,27-098,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,21,34,"61,8",0,27,0,0,0,2024-11-02
Milan Đurić,Monza,11,BIH,FW,34-164,77,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,1,4,"25,0",0,2,0,0,0,2024-11-02
Mirko Marić,Monza,24,CRO,FW,29-170,13,0,0,0,0,1,0,0,0,4,0,0,0,0.2,0.2,0.0,0,0,2,3,"66,7",0,3,0,0,0,2024-11-02
Daniel Maldini,Monza,14,ITA,AM,23-022,90,0,0,0,0,5,1,0,0,39,2,0,1,0.8,0.8,0.0,6,0,18,25,"72,0",1,24,1,3,1,2024-11-02
Dany Mota,Monza,47,POR,AM,26-184,64,0,0,0,0,2,0,0,0,22,0,1,0,0.1,0.1,0.0,2,0,9,14,"64,3",3,16,0,0,0,2024-11-02
Samuele Vignato,Monza,80,ITA,AM,20-252,26,0,0,0,0,1,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,9,13,"69,2",1,11,1,2,1,2024-11-02
Alessandro Bianco,Monza,42,ITA,CM,22-032,90,0,0,0,0,0,0,0,0,49,1,1,0,0.0,0.0,0.0,1,0,39,43,"90,7",6,40,1,1,0,2024-11-02
Warren Bondo,Monza,38,FRA,CM,21-048,86,0,0,0,0,1,0,1,0,27,1,0,1,0.0,0.0,0.0,2,0,20,23,"87,0",3,21,0,3,2,2024-11-02
